ID,Image_Entree,Image_Sortie,Label_Num_Entree,Label_Nom_Entree,Label_Num_Sortie,Label_Nom_Sortie
108815,108815.jpg,108815_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
594324,594324.jpg,594324_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
213015,213015.jpg,213015_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
173964,173964.jpg,173964_output.jpg,0,Amanita phalloides,0,Amanita phalloides
98832,98832.jpg,98832_output.jpg,3,Fuligo septica,3,Fuligo septica
445485,445485.jpg,445485_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
312793,312793.jpg,312793_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
544502,544502.jpg,544502_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
470487,470487.jpg,470487_output.jpg,0,Amanita phalloides,0,Amanita phalloides
93549,93549.jpg,93549_output.jpg,3,Fuligo septica,3,Fuligo septica
561912,561912.jpg,561912_output.jpg,4,Galerina marginata,4,Galerina marginata
305052,305052.jpg,305052_output.jpg,4,Galerina marginata,4,Galerina marginata
515499,515499.jpg,515499_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
631417,631417.jpg,631417_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
64406,64406.jpg,64406_output.jpg,0,Amanita phalloides,0,Amanita phalloides
114031,114031.jpg,114031_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
319299,319299.jpg,319299_output.jpg,4,Galerina marginata,4,Galerina marginata
63936,63936.jpg,63936_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
223351,223351.jpg,223351_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
104100,104100.jpg,104100_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
341883,341883.jpg,341883_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
143853,143853.jpg,143853_output.jpg,4,Galerina marginata,5,Hypholoma fasciculare
350133,350133.jpg,350133_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
357190,357190.jpg,357190_output.jpg,0,Amanita phalloides,0,Amanita phalloides
346331,346331.jpg,346331_output.jpg,3,Fuligo septica,3,Fuligo septica
296909,296909.jpg,296909_output.jpg,0,Amanita phalloides,0,Amanita phalloides
473775,473775.jpg,473775_output.jpg,4,Galerina marginata,4,Galerina marginata
458382,458382.jpg,458382_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
521381,521381.jpg,521381_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
105159,105159.jpg,105159_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
123513,123513.jpg,123513_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
115355,115355.jpg,115355_output.jpg,2,Coprinus comatus,2,Coprinus comatus
422665,422665.jpg,422665_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
223401,223401.jpg,223401_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
63677,63677.jpg,63677_output.jpg,4,Galerina marginata,4,Galerina marginata
396206,396206.jpg,396206_output.jpg,0,Amanita phalloides,0,Amanita phalloides
70807,70807.jpg,70807_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
639221,639221.jpg,639221_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
470486,470486.jpg,470486_output.jpg,0,Amanita phalloides,0,Amanita phalloides
465415,465415.jpg,465415_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
115354,115354.jpg,115354_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
343562,343562.jpg,343562_output.jpg,3,Fuligo septica,3,Fuligo septica
657252,657252.jpg,657252_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
324440,324440.jpg,324440_output.jpg,2,Coprinus comatus,2,Coprinus comatus
285737,285737.jpg,285737_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
485836,485836.jpg,485836_output.jpg,0,Amanita phalloides,0,Amanita phalloides
614352,614352.jpg,614352_output.jpg,0,Amanita phalloides,0,Amanita phalloides
490631,490631.jpg,490631_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
353459,353459.jpg,353459_output.jpg,3,Fuligo septica,3,Fuligo septica
661788,661788.jpg,661788_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
72494,72494.jpg,72494_output.jpg,4,Galerina marginata,4,Galerina marginata
71037,71037.jpg,71037_output.jpg,8,Pluteus cervinus,9,Schizophyllum commune
112894,112894.jpg,112894_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
220289,220289.jpg,220289_output.jpg,9,Schizophyllum commune,3,Fuligo septica
184803,184803.jpg,184803_output.jpg,4,Galerina marginata,4,Galerina marginata
97020,97020.jpg,97020_output.jpg,0,Amanita phalloides,0,Amanita phalloides
290186,290186.jpg,290186_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
406438,406438.jpg,406438_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
330728,330728.jpg,330728_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
565669,565669.jpg,565669_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
181032,181032.jpg,181032_output.jpg,4,Galerina marginata,4,Galerina marginata
594036,594036.jpg,594036_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
660372,660372.jpg,660372_output.jpg,6,Laetiporus sulphureus,7,Pleurotus ostreatus
380298,380298.jpg,380298_output.jpg,0,Amanita phalloides,0,Amanita phalloides
520494,520494.jpg,520494_output.jpg,3,Fuligo septica,3,Fuligo septica
208952,208952.jpg,208952_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
489860,489860.jpg,489860_output.jpg,2,Coprinus comatus,2,Coprinus comatus
370331,370331.jpg,370331_output.jpg,2,Coprinus comatus,2,Coprinus comatus
104216,104216.jpg,104216_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
88874,88874.jpg,88874_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
467261,467261.jpg,467261_output.jpg,4,Galerina marginata,4,Galerina marginata
185641,185641.jpg,185641_output.jpg,4,Galerina marginata,7,Pleurotus ostreatus
87464,87464.jpg,87464_output.jpg,4,Galerina marginata,4,Galerina marginata
557364,557364.jpg,557364_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
330916,330916.jpg,330916_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
383207,383207.jpg,383207_output.jpg,2,Coprinus comatus,2,Coprinus comatus
145179,145179.jpg,145179_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
215645,215645.jpg,215645_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
379612,379612.jpg,379612_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
300291,300291.jpg,300291_output.jpg,0,Amanita phalloides,0,Amanita phalloides
459795,459795.jpg,459795_output.jpg,2,Coprinus comatus,2,Coprinus comatus
282152,282152.jpg,282152_output.jpg,2,Coprinus comatus,2,Coprinus comatus
214954,214954.jpg,214954_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
250508,250508.jpg,250508_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
99197,99197.jpg,99197_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
579000,579000.jpg,579000_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
565577,565577.jpg,565577_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
520828,520828.jpg,520828_output.jpg,2,Coprinus comatus,2,Coprinus comatus
582541,582541.jpg,582541_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
161830,161830.jpg,161830_output.jpg,3,Fuligo septica,3,Fuligo septica
612252,612252.jpg,612252_output.jpg,3,Fuligo septica,3,Fuligo septica
115351,115351.jpg,115351_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
121789,121789.jpg,121789_output.jpg,3,Fuligo septica,3,Fuligo septica
454745,454745.jpg,454745_output.jpg,9,Schizophyllum commune,1,Coprinellus micaceus
381256,381256.jpg,381256_output.jpg,4,Galerina marginata,4,Galerina marginata
690389,690389.jpg,690389_output.jpg,4,Galerina marginata,4,Galerina marginata
173137,173137.jpg,173137_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
119074,119074.jpg,119074_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
132952,132952.jpg,132952_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
110452,110452.jpg,110452_output.jpg,2,Coprinus comatus,2,Coprinus comatus
204254,204254.jpg,204254_output.jpg,0,Amanita phalloides,0,Amanita phalloides
57959,57959.jpg,57959_output.jpg,0,Amanita phalloides,0,Amanita phalloides
126969,126969.jpg,126969_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
493713,493713.jpg,493713_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
225234,225234.jpg,225234_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
172676,172676.jpg,172676_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
595064,595064.jpg,595064_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
202204,202204.jpg,202204_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
185202,185202.jpg,185202_output.jpg,8,Pluteus cervinus,2,Coprinus comatus
284421,284421.jpg,284421_output.jpg,4,Galerina marginata,4,Galerina marginata
289028,289028.jpg,289028_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
119922,119922.jpg,119922_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
624425,624425.jpg,624425_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
295445,295445.jpg,295445_output.jpg,4,Galerina marginata,4,Galerina marginata
199221,199221.jpg,199221_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
232649,232649.jpg,232649_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
266391,266391.jpg,266391_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
291953,291953.jpg,291953_output.jpg,0,Amanita phalloides,0,Amanita phalloides
581777,581777.jpg,581777_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
131488,131488.jpg,131488_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
273866,273866.jpg,273866_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
103895,103895.jpg,103895_output.jpg,0,Amanita phalloides,0,Amanita phalloides
176535,176535.jpg,176535_output.jpg,0,Amanita phalloides,2,Coprinus comatus
89082,89082.jpg,89082_output.jpg,4,Galerina marginata,4,Galerina marginata
183539,183539.jpg,183539_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
433250,433250.jpg,433250_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
140695,140695.jpg,140695_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
89083,89083.jpg,89083_output.jpg,4,Galerina marginata,4,Galerina marginata
581105,581105.jpg,581105_output.jpg,4,Galerina marginata,4,Galerina marginata
470678,470678.jpg,470678_output.jpg,4,Galerina marginata,4,Galerina marginata
326394,326394.jpg,326394_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
299614,299614.jpg,299614_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
634496,634496.jpg,634496_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
442211,442211.jpg,442211_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
515753,515753.jpg,515753_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
64759,64759.jpg,64759_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
691839,691839.jpg,691839_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
507680,507680.jpg,507680_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
682802,682802.jpg,682802_output.jpg,2,Coprinus comatus,2,Coprinus comatus
86055,86055.jpg,86055_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
688363,688363.jpg,688363_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
65164,65164.jpg,65164_output.jpg,0,Amanita phalloides,0,Amanita phalloides
370325,370325.jpg,370325_output.jpg,2,Coprinus comatus,2,Coprinus comatus
512236,512236.jpg,512236_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
141951,141951.jpg,141951_output.jpg,4,Galerina marginata,4,Galerina marginata
165512,165512.jpg,165512_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
375742,375742.jpg,375742_output.jpg,0,Amanita phalloides,0,Amanita phalloides
497733,497733.jpg,497733_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
372402,372402.jpg,372402_output.jpg,0,Amanita phalloides,0,Amanita phalloides
176533,176533.jpg,176533_output.jpg,0,Amanita phalloides,0,Amanita phalloides
146023,146023.jpg,146023_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
634363,634363.jpg,634363_output.jpg,2,Coprinus comatus,2,Coprinus comatus
151577,151577.jpg,151577_output.jpg,4,Galerina marginata,4,Galerina marginata
179802,179802.jpg,179802_output.jpg,2,Coprinus comatus,2,Coprinus comatus
470480,470480.jpg,470480_output.jpg,0,Amanita phalloides,0,Amanita phalloides
195223,195223.jpg,195223_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
208422,208422.jpg,208422_output.jpg,2,Coprinus comatus,2,Coprinus comatus
220871,220871.jpg,220871_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
87506,87506.jpg,87506_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
374266,374266.jpg,374266_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
473106,473106.jpg,473106_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
560636,560636.jpg,560636_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
383424,383424.jpg,383424_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
111707,111707.jpg,111707_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
621153,621153.jpg,621153_output.jpg,3,Fuligo septica,3,Fuligo septica
576063,576063.jpg,576063_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
84413,84413.jpg,84413_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
300329,300329.jpg,300329_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
123055,123055.jpg,123055_output.jpg,4,Galerina marginata,4,Galerina marginata
104096,104096.jpg,104096_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
161533,161533.jpg,161533_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
311244,311244.jpg,311244_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
690390,690390.jpg,690390_output.jpg,4,Galerina marginata,4,Galerina marginata
619539,619539.jpg,619539_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
583058,583058.jpg,583058_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
336600,336600.jpg,336600_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
395264,395264.jpg,395264_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
93047,93047.jpg,93047_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
353458,353458.jpg,353458_output.jpg,3,Fuligo septica,3,Fuligo septica
135422,135422.jpg,135422_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
192000,192000.jpg,192000_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
128042,128042.jpg,128042_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
697973,697973.jpg,697973_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
144947,144947.jpg,144947_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
559720,559720.jpg,559720_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
61401,61401.jpg,61401_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
619557,619557.jpg,619557_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
320141,320141.jpg,320141_output.jpg,2,Coprinus comatus,2,Coprinus comatus
390051,390051.jpg,390051_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
370625,370625.jpg,370625_output.jpg,2,Coprinus comatus,2,Coprinus comatus
554993,554993.jpg,554993_output.jpg,0,Amanita phalloides,0,Amanita phalloides
128254,128254.jpg,128254_output.jpg,0,Amanita phalloides,0,Amanita phalloides
98190,98190.jpg,98190_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
684716,684716.jpg,684716_output.jpg,2,Coprinus comatus,2,Coprinus comatus
395265,395265.jpg,395265_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
126874,126874.jpg,126874_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
212454,212454.jpg,212454_output.jpg,9,Schizophyllum commune,7,Pleurotus ostreatus
496517,496517.jpg,496517_output.jpg,8,Pluteus cervinus,6,Laetiporus sulphureus
487737,487737.jpg,487737_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
274067,274067.jpg,274067_output.jpg,2,Coprinus comatus,2,Coprinus comatus
383749,383749.jpg,383749_output.jpg,0,Amanita phalloides,0,Amanita phalloides
100415,100415.jpg,100415_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
584091,584091.jpg,584091_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
194678,194678.jpg,194678_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
607675,607675.jpg,607675_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
614349,614349.jpg,614349_output.jpg,0,Amanita phalloides,0,Amanita phalloides
115348,115348.jpg,115348_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
201288,201288.jpg,201288_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
595006,595006.jpg,595006_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
587665,587665.jpg,587665_output.jpg,4,Galerina marginata,4,Galerina marginata
175660,175660.jpg,175660_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
618819,618819.jpg,618819_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
583050,583050.jpg,583050_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
438307,438307.jpg,438307_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
635788,635788.jpg,635788_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
302562,302562.jpg,302562_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
183271,183271.jpg,183271_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
77441,77441.jpg,77441_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
292948,292948.jpg,292948_output.jpg,4,Galerina marginata,4,Galerina marginata
71385,71385.jpg,71385_output.jpg,0,Amanita phalloides,0,Amanita phalloides
86840,86840.jpg,86840_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
208038,208038.jpg,208038_output.jpg,2,Coprinus comatus,2,Coprinus comatus
185646,185646.jpg,185646_output.jpg,4,Galerina marginata,7,Pleurotus ostreatus
389468,389468.jpg,389468_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
679654,679654.jpg,679654_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
290883,290883.jpg,290883_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
609671,609671.jpg,609671_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
294167,294167.jpg,294167_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
191194,191194.jpg,191194_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
491680,491680.jpg,491680_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
171232,171232.jpg,171232_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
667428,667428.jpg,667428_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
75502,75502.jpg,75502_output.jpg,4,Galerina marginata,4,Galerina marginata
557362,557362.jpg,557362_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
498367,498367.jpg,498367_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
125474,125474.jpg,125474_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
515012,515012.jpg,515012_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
315986,315986.jpg,315986_output.jpg,4,Galerina marginata,4,Galerina marginata
136220,136220.jpg,136220_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
336602,336602.jpg,336602_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
276280,276280.jpg,276280_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
263613,263613.jpg,263613_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
226958,226958.jpg,226958_output.jpg,3,Fuligo septica,3,Fuligo septica
143813,143813.jpg,143813_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
585561,585561.jpg,585561_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
347483,347483.jpg,347483_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
113764,113764.jpg,113764_output.jpg,3,Fuligo septica,3,Fuligo septica
195232,195232.jpg,195232_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
176927,176927.jpg,176927_output.jpg,2,Coprinus comatus,2,Coprinus comatus
683257,683257.jpg,683257_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
63828,63828.jpg,63828_output.jpg,4,Galerina marginata,4,Galerina marginata
222986,222986.jpg,222986_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
278460,278460.jpg,278460_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
255686,255686.jpg,255686_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
125024,125024.jpg,125024_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
118602,118602.jpg,118602_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
106897,106897.jpg,106897_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
695501,695501.jpg,695501_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
378254,378254.jpg,378254_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
559882,559882.jpg,559882_output.jpg,2,Coprinus comatus,2,Coprinus comatus
140098,140098.jpg,140098_output.jpg,4,Galerina marginata,4,Galerina marginata
357602,357602.jpg,357602_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
341884,341884.jpg,341884_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
363845,363845.jpg,363845_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
274620,274620.jpg,274620_output.jpg,4,Galerina marginata,4,Galerina marginata
281237,281237.jpg,281237_output.jpg,2,Coprinus comatus,2,Coprinus comatus
186311,186311.jpg,186311_output.jpg,0,Amanita phalloides,0,Amanita phalloides
498806,498806.jpg,498806_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
592149,592149.jpg,592149_output.jpg,0,Amanita phalloides,0,Amanita phalloides
85733,85733.jpg,85733_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
274354,274354.jpg,274354_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
128672,128672.jpg,128672_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
534812,534812.jpg,534812_output.jpg,3,Fuligo septica,3,Fuligo septica
119163,119163.jpg,119163_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
121654,121654.jpg,121654_output.jpg,4,Galerina marginata,4,Galerina marginata
111746,111746.jpg,111746_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
155642,155642.jpg,155642_output.jpg,3,Fuligo septica,3,Fuligo septica
674328,674328.jpg,674328_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
581937,581937.jpg,581937_output.jpg,5,Hypholoma fasciculare,1,Coprinellus micaceus
93583,93583.jpg,93583_output.jpg,4,Galerina marginata,4,Galerina marginata
92560,92560.jpg,92560_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
361528,361528.jpg,361528_output.jpg,3,Fuligo septica,3,Fuligo septica
281758,281758.jpg,281758_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
66559,66559.jpg,66559_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
72099,72099.jpg,72099_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
112519,112519.jpg,112519_output.jpg,0,Amanita phalloides,0,Amanita phalloides
559353,559353.jpg,559353_output.jpg,0,Amanita phalloides,0,Amanita phalloides
658658,658658.jpg,658658_output.jpg,2,Coprinus comatus,2,Coprinus comatus
296612,296612.jpg,296612_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
603091,603091.jpg,603091_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
117734,117734.jpg,117734_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
59463,59463.jpg,59463_output.jpg,2,Coprinus comatus,2,Coprinus comatus
123245,123245.jpg,123245_output.jpg,2,Coprinus comatus,2,Coprinus comatus
315245,315245.jpg,315245_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
182960,182960.jpg,182960_output.jpg,2,Coprinus comatus,2,Coprinus comatus
585121,585121.jpg,585121_output.jpg,3,Fuligo septica,3,Fuligo septica
145180,145180.jpg,145180_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
64963,64963.jpg,64963_output.jpg,4,Galerina marginata,4,Galerina marginata
145044,145044.jpg,145044_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
372474,372474.jpg,372474_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
572791,572791.jpg,572791_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
595050,595050.jpg,595050_output.jpg,5,Hypholoma fasciculare,8,Pluteus cervinus
413140,413140.jpg,413140_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
260467,260467.jpg,260467_output.jpg,7,Pleurotus ostreatus,6,Laetiporus sulphureus
428432,428432.jpg,428432_output.jpg,3,Fuligo septica,3,Fuligo septica
423291,423291.jpg,423291_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
97853,97853.jpg,97853_output.jpg,3,Fuligo septica,3,Fuligo septica
126094,126094.jpg,126094_output.jpg,4,Galerina marginata,4,Galerina marginata
485600,485600.jpg,485600_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
126221,126221.jpg,126221_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
516104,516104.jpg,516104_output.jpg,0,Amanita phalloides,0,Amanita phalloides
330614,330614.jpg,330614_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
147659,147659.jpg,147659_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
126880,126880.jpg,126880_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
543510,543510.jpg,543510_output.jpg,0,Amanita phalloides,0,Amanita phalloides
275701,275701.jpg,275701_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
207119,207119.jpg,207119_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
131491,131491.jpg,131491_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
475267,475267.jpg,475267_output.jpg,0,Amanita phalloides,0,Amanita phalloides
